date,fullVisitorId,channel,campaign,source,medium,device_category,country,totals_hits,totals_pageviews,totals_timeOnSite,revenue_usd,lead,customer
2018-05-07,sample_000266,Organic Search,(not set),organic_search,organic,desktop,United States,9,1,7,0.0,1,0
2018-02-28,sample_000267,Direct,partner launch,direct,referral,desktop,India,3,1,5,0.0,0,0
2017-08-31,sample_000268,Paid Search,partner launch,paid_search,paid,mobile,United States,9,2,6,0.0,1,0
2017-08-07,sample_000269,Paid Search,content syndication,paid_search,paid,desktop,Australia,2,2,37,0.0,0,0
2017-10-31,sample_000270,Referral,summer remarketing,referral,referral,desktop,United Kingdom,14,6,328,0.0,1,0
2017-09-10,sample_000271,Referral,(not set),referral,referral,desktop,Australia,4,1,24,0.0,0,0
2018-06-29,sample_000272,Direct,(not set),direct,referral,mobile,Australia,18,11,127,0.0,1,0
2017-09-12,sample_000273,Direct,brand,direct,referral,desktop,United States,3,2,38,0.0,0,0
2018-07-21,sample_000274,Organic Search,partner launch,organic_search,organic,mobile,United Kingdom,2,1,48,0.0,0,0
2017-08-17,sample_000275,Paid Search,content syndication,paid_search,paid,desktop,India,4,1,42,0.0,0,0
2018-01-01,sample_000276,Social,brand,social,referral,desktop,Canada,10,2,26,0.0,1,0
2018-07-19,sample_000277,Referral,brand,referral,referral,mobile,Canada,2,2,11,0.0,0,0
2018-01-22,sample_000278,Referral,summer remarketing,referral,referral,mobile,Australia,7,2,6,0.0,1,0
2018-03-19,sample_000279,Referral,partner launch,referral,referral,desktop,Australia,8,2,16,0.0,1,0
2017-09-13,sample_000280,Direct,brand,direct,referral,mobile,United Kingdom,2,1,10,0.0,0,0
2018-06-21,sample_000281,Organic Search,summer remarketing,organic_search,organic,desktop,United States,3,2,10,0.0,0,0
2017-12-17,sample_000282,Paid Search,(not set),paid_search,paid,desktop,Canada,19,11,594,0.0,1,0
2018-01-29,sample_000283,Organic Search,content syndication,organic_search,organic,desktop,United Kingdom,8,2,5,0.0,1,0
2017-09-13,sample_000284,Organic Search,content syndication,organic_search,organic,mobile,Australia,9,1,15,0.0,1,0
2017-12-16,sample_000285,Organic Search,content syndication,organic_search,organic,desktop,United Kingdom,3,1,32,0.0,0,0
2017-09-09,sample_000286,Organic Search,brand,organic_search,organic,desktop,United States,5,2,34,0.0,1,0
2018-02-19,sample_000287,Organic Search,partner launch,organic_search,organic,desktop,Canada,9,2,26,0.0,1,0
2018-01-12,sample_000288,Organic Search,summer remarketing,organic_search,organic,mobile,Canada,7,2,16,0.0,1,0
2018-07-22,sample_000289,Organic Search,content syndication,organic_search,organic,mobile,United Kingdom,6,1,29,0.0,1,0
2018-05-16,sample_000290,Organic Search,content syndication,organic_search,organic,desktop,Australia,9,1,6,0.0,1,0
2017-11-16,sample_000291,Social,brand,social,referral,desktop,Canada,7,1,48,0.0,1,0
2017-12-02,sample_000292,Paid Search,content syndication,paid_search,paid,desktop,Germany,10,9,529,0.0,1,0
2018-05-01,sample_000293,Paid Search,partner launch,paid_search,paid,desktop,United Kingdom,10,2,7,0.0,1,0
2017-09-13,sample_000294,Paid Search,(not set),paid_search,paid,desktop,Germany,4,2,46,0.0,0,0
2018-06-27,sample_000295,Paid Search,(not set),paid_search,paid,mobile,United States,8,2,11,0.0,1,0
2018-04-19,sample_000296,Organic Search,content syndication,organic_search,organic,mobile,Canada,8,1,28,0.0,1,0
2018-05-29,sample_000297,Direct,(not set),direct,referral,mobile,Canada,11,10,372,0.0,1,0
2017-10-12,sample_000298,Organic Search,content syndication,organic_search,organic,desktop,United Kingdom,9,1,35,0.0,1,0
2018-07-23,sample_000299,Organic Search,brand,organic_search,organic,desktop,Australia,4,4,421,1.99,1,1
2017-12-03,sample_000300,Social,brand,social,referral,desktop,Canada,10,2,32,0.0,1,0
2018-06-19,sample_000301,Referral,partner launch,referral,referral,desktop,Australia,8,2,6,0.0,1,0
2018-03-19,sample_000302,Social,(not set),social,referral,mobile,Australia,4,1,22,0.0,0,0
2018-05-02,sample_000303,Paid Search,content syndication,paid_search,paid,desktop,Australia,3,2,21,0.0,0,0
2018-06-24,sample_000304,Paid Search,content syndication,paid_search,paid,desktop,United Kingdom,3,2,27,0.0,0,0
2018-07-11,sample_000305,Paid Search,brand,paid_search,paid,mobile,United States,3,1,25,0.0,0,0
2017-11-02,sample_000306,Organic Search,content syndication,organic_search,organic,desktop,Canada,14,12,658,0.0,1,0
2018-06-22,sample_000307,Organic Search,summer remarketing,organic_search,organic,desktop,Canada,9,1,15,0.0,1,0
2018-01-09,sample_000308,Organic Search,brand,organic_search,organic,mobile,India,2,2,36,0.0,0,0
2018-05-15,sample_000309,Referral,content syndication,referral,referral,desktop,Canada,8,2,50,0.0,1,0
2018-05-17,sample_000310,Organic Search,partner launch,organic_search,organic,desktop,India,2,2,22,0.0,0,0
2018-03-23,sample_000311,Organic Search,partner launch,organic_search,organic,mobile,United States,10,2,37,0.0,1,0
2018-05-06,sample_000312,Organic Search,content syndication,organic_search,organic,mobile,India,8,1,39,0.0,1,0
2018-07-01,sample_000313,Organic Search,(not set),organic_search,organic,mobile,United Kingdom,8,1,21,0.0,1,0
2017-09-30,sample_000314,Paid Search,brand,paid_search,paid,mobile,Germany,8,2,15,0.0,1,0
2017-11-14,sample_000315,Referral,summer remarketing,referral,referral,mobile,United Kingdom,10,2,15,0.0,1,0
2017-12-15,sample_000316,Organic Search,(not set),organic_search,organic,tablet,Canada,3,1,53,0.0,0,0
2018-07-02,sample_000317,Display,brand,display,referral,desktop,United Kingdom,3,1,50,0.0,0,0
2018-07-13,sample_000318,Direct,(not set),direct,referral,desktop,United States,15,9,532,0.0,1,0
2017-12-21,sample_000319,Organic Search,(not set),organic_search,organic,mobile,Germany,9,2,25,0.0,1,0
2017-09-17,sample_000320,Referral,content syndication,referral,referral,mobile,Germany,3,2,55,0.0,0,0
2018-03-08,sample_000321,Organic Search,partner launch,organic_search,organic,mobile,Germany,6,2,26,0.0,1,0
2018-04-06,sample_000322,Organic Search,content syndication,organic_search,organic,mobile,Australia,1,1,11,0.0,0,0
2017-10-20,sample_000323,Organic Search,brand,organic_search,organic,desktop,United Kingdom,8,6,735,0.0,1,0
2017-12-19,sample_000324,Referral,brand,referral,referral,desktop,Australia,6,1,47,0.0,1,0
2018-06-17,sample_000325,Organic Search,(not set),organic_search,organic,desktop,United States,7,1,46,0.0,1,0
2018-04-02,sample_000326,Organic Search,summer remarketing,organic_search,organic,desktop,Australia,2,2,5,0.0,0,0
2018-03-05,sample_000327,Referral,(not set),referral,referral,mobile,Australia,7,1,10,0.0,1,0
2018-02-05,sample_000328,Organic Search,partner launch,organic_search,organic,mobile,Germany,7,5,140,0.0,1,0
2018-06-29,sample_000329,Organic Search,content syndication,organic_search,organic,desktop,Germany,3,1,31,0.0,0,0
2017-09-14,sample_000330,Referral,brand,referral,referral,mobile,India,14,9,509,7.99,1,1
2017-09-13,sample_000331,Organic Search,brand,organic_search,organic,desktop,United Kingdom,2,2,47,0.0,0,0
2018-04-18,sample_000332,Paid Search,(not set),paid_search,paid,desktop,Canada,4,1,36,0.0,0,0
2018-06-23,sample_000333,Organic Search,content syndication,organic_search,organic,mobile,India,6,1,25,0.0,1,0
2018-05-19,sample_000334,Referral,(not set),referral,referral,desktop,United States,8,1,54,0.0,1,0
2017-08-08,sample_000335,Paid Search,content syndication,paid_search,paid,desktop,Canada,17,9,363,24.99,1,1
2017-09-12,sample_000336,Direct,(not set),direct,referral,mobile,United Kingdom,5,1,10,0.0,1,0
2017-11-13,sample_000337,Paid Search,content syndication,paid_search,paid,tablet,Australia,13,12,387,0.0,1,0
2017-12-01,sample_000338,Direct,brand,direct,referral,desktop,Australia,10,10,386,0.0,1,0
2018-07-29,sample_000339,Organic Search,summer remarketing,organic_search,organic,desktop,Australia,16,8,599,0.0,1,0
2017-10-04,sample_000340,Organic Search,summer remarketing,organic_search,organic,mobile,Canada,1,1,26,0.0,0,0
2017-12-13,sample_000341,Paid Search,summer remarketing,paid_search,paid,mobile,Germany,8,1,34,0.0,1,0
2018-05-18,sample_000342,Organic Search,partner launch,organic_search,organic,desktop,Australia,13,12,303,0.0,1,0
2017-08-07,sample_000343,Organic Search,partner launch,organic_search,organic,desktop,United States,4,2,16,0.0,0,0
2018-07-02,sample_000344,Referral,partner launch,referral,referral,desktop,United States,7,2,22,0.0,1,0
2018-04-15,sample_000345,Organic Search,content syndication,organic_search,organic,mobile,United States,11,11,480,0.0,1,0
2018-01-07,sample_000346,Referral,partner launch,referral,referral,desktop,United Kingdom,6,1,17,0.0,1,0
2018-06-15,sample_000347,Referral,brand,referral,referral,desktop,Germany,5,2,51,0.0,1,0
2018-02-26,sample_000348,Organic Search,content syndication,organic_search,organic,desktop,Australia,6,1,5,0.0,1,0
2018-01-05,sample_000349,Referral,brand,referral,referral,desktop,United States,7,1,36,0.0,1,0
2017-09-17,sample_000350,Direct,(not set),direct,referral,desktop,Australia,7,2,34,0.0,1,0
2018-04-16,sample_000351,Paid Search,brand,paid_search,paid,desktop,Australia,1,1,32,0.0,0,0
2017-12-12,sample_000352,Organic Search,summer remarketing,organic_search,organic,mobile,Canada,7,2,25,0.0,1,0
2017-11-12,sample_000353,Organic Search,content syndication,organic_search,organic,desktop,India,3,1,11,0.0,0,0
2018-02-25,sample_000354,Paid Search,summer remarketing,paid_search,paid,desktop,Canada,8,1,24,0.0,1,0
2017-09-16,sample_000355,Referral,(not set),referral,referral,desktop,India,4,1,25,0.0,0,0
2018-01-30,sample_000356,Direct,partner launch,direct,referral,desktop,Canada,5,5,484,0.0,1,0
2017-12-06,sample_000357,Direct,brand,direct,referral,desktop,India,4,4,133,0.0,1,0
2018-02-22,sample_000358,Organic Search,(not set),organic_search,organic,desktop,United States,5,1,9,0.0,1,0
2018-06-27,sample_000359,Organic Search,(not set),organic_search,organic,desktop,Canada,9,8,113,0.0,1,0
2018-05-21,sample_000360,Organic Search,content syndication,organic_search,organic,desktop,Australia,2,2,29,0.0,0,0
2017-11-18,sample_000361,Organic Search,partner launch,organic_search,organic,mobile,Germany,4,2,7,0.0,0,0
2018-06-28,sample_000362,Paid Search,content syndication,paid_search,paid,desktop,United Kingdom,2,2,10,0.0,0,0
2017-11-11,sample_000363,Organic Search,content syndication,organic_search,organic,mobile,United States,9,1,55,0.0,1,0
2018-01-31,sample_000364,Referral,summer remarketing,referral,referral,desktop,Canada,10,2,25,0.0,1,0
2018-01-11,sample_000365,Organic Search,partner launch,organic_search,organic,mobile,Canada,7,7,898,0.0,1,0
2018-05-27,sample_000366,Organic Search,summer remarketing,organic_search,organic,tablet,India,4,1,47,0.0,0,0
2017-08-29,sample_000367,Paid Search,brand,paid_search,paid,mobile,India,7,2,16,0.0,1,0
2018-07-24,sample_000368,Paid Search,content syndication,paid_search,paid,desktop,India,4,2,41,0.0,0,0
2017-10-29,sample_000369,Paid Search,(not set),paid_search,paid,desktop,Canada,6,6,609,0.0,1,0
2018-06-11,sample_000370,Organic Search,partner launch,organic_search,organic,desktop,India,8,8,92,0.0,1,0
2017-10-12,sample_000371,Direct,content syndication,direct,referral,mobile,Australia,3,2,28,0.0,0,0
2018-01-20,sample_000372,Paid Search,brand,paid_search,paid,desktop,United Kingdom,16,9,734,0.0,1,0
2018-05-15,sample_000373,Direct,brand,direct,referral,mobile,Germany,5,2,47,0.0,1,0
2018-07-19,sample_000374,Organic Search,brand,organic_search,organic,desktop,United States,18,12,859,24.99,1,1
2018-06-10,sample_000375,Paid Search,(not set),paid_search,paid,desktop,Australia,4,2,26,0.0,0,0
2018-01-11,sample_000376,Organic Search,summer remarketing,organic_search,organic,desktop,United States,6,1,33,0.0,1,0
2018-07-21,sample_000377,Organic Search,content syndication,organic_search,organic,desktop,Canada,1,1,8,0.0,0,0
2017-10-25,sample_000378,Direct,(not set),direct,referral,mobile,Canada,7,2,39,0.0,1,0
2018-05-23,sample_000379,Referral,summer remarketing,referral,referral,mobile,United States,8,1,9,0.0,1,0
2017-12-12,sample_000380,Organic Search,partner launch,organic_search,organic,tablet,United States,11,9,819,0.0,1,0
2017-09-17,sample_000381,Social,brand,social,referral,desktop,Australia,2,2,32,0.0,0,0
2018-03-11,sample_000382,Paid Search,partner launch,paid_search,paid,desktop,Germany,12,6,783,0.0,1,0
2017-12-23,sample_000383,Organic Search,summer remarketing,organic_search,organic,desktop,United States,18,11,227,0.0,1,0
2017-09-14,sample_000384,Organic Search,brand,organic_search,organic,desktop,United States,5,2,11,0.0,1,0
2017-12-28,sample_000385,Organic Search,content syndication,organic_search,organic,tablet,Canada,5,1,55,0.0,1,0
2018-07-05,sample_000386,Paid Search,summer remarketing,paid_search,paid,desktop,Canada,4,2,28,0.0,0,0
2017-08-23,sample_000387,Organic Search,brand,organic_search,organic,desktop,United States,5,1,41,0.0,1,0
2018-07-08,sample_000388,Direct,content syndication,direct,referral,desktop,United States,5,2,40,0.0,1,0
2018-03-03,sample_000389,Referral,(not set),referral,referral,tablet,United Kingdom,5,2,35,0.0,1,0
2017-08-18,sample_000390,Organic Search,brand,organic_search,organic,desktop,Canada,2,1,53,0.0,0,0
2017-10-25,sample_000391,Social,content syndication,social,referral,tablet,United States,1,1,32,0.0,0,0
2018-06-18,sample_000392,Organic Search,partner launch,organic_search,organic,desktop,Canada,3,2,10,0.0,0,0
2018-01-14,sample_000393,Organic Search,(not set),organic_search,organic,mobile,Canada,9,1,55,0.0,1,0
2017-10-15,sample_000394,Organic Search,summer remarketing,organic_search,organic,mobile,United States,2,1,41,0.0,0,0
2018-01-24,sample_000395,Referral,summer remarketing,referral,referral,mobile,India,9,2,7,0.0,1,0
2018-06-13,sample_000396,Organic Search,brand,organic_search,organic,mobile,Australia,7,1,26,0.0,1,0
2018-04-01,sample_000397,Organic Search,summer remarketing,organic_search,organic,tablet,United Kingdom,6,1,55,0.0,1,0
2018-04-09,sample_000398,Organic Search,content syndication,organic_search,organic,mobile,Australia,3,1,24,0.0,0,0
2018-01-12,sample_000399,Direct,content syndication,direct,referral,desktop,India,4,1,33,0.0,0,0
2018-04-22,sample_000400,Direct,partner launch,direct,referral,mobile,Australia,2,1,24,0.0,0,0
2018-04-26,sample_000401,Organic Search,content syndication,organic_search,organic,mobile,United States,6,6,325,0.0,1,0
2018-02-01,sample_000402,Organic Search,(not set),organic_search,organic,mobile,Australia,10,2,30,0.0,1,0
2017-12-02,sample_000403,Direct,summer remarketing,direct,referral,desktop,Germany,8,1,42,0.0,1,0
2017-12-11,sample_000404,Organic Search,brand,organic_search,organic,mobile,United States,2,2,29,0.0,0,0
2017-11-18,sample_000405,Referral,partner launch,referral,referral,mobile,Canada,5,1,46,0.0,1,0
2018-07-16,sample_000406,Organic Search,partner launch,organic_search,organic,desktop,United Kingdom,1,1,19,0.0,0,0
2018-01-04,sample_000407,Referral,content syndication,referral,referral,mobile,United Kingdom,8,2,29,0.0,1,0
2018-03-27,sample_000408,Organic Search,summer remarketing,organic_search,organic,desktop,Germany,3,2,5,0.0,0,0
2018-06-01,sample_000409,Paid Search,summer remarketing,paid_search,paid,mobile,United Kingdom,8,1,9,0.0,1,0
2017-12-20,sample_000410,Direct,brand,direct,referral,desktop,Germany,5,2,14,0.0,1,0
2018-06-04,sample_000411,Social,summer remarketing,social,referral,desktop,Canada,1,1,46,0.0,0,0
2018-03-03,sample_000412,Organic Search,brand,organic_search,organic,desktop,Australia,6,1,51,0.0,1,0
2018-06-23,sample_000413,Direct,partner launch,direct,referral,mobile,India,10,2,24,0.0,1,0
2017-09-19,sample_000414,Organic Search,brand,organic_search,organic,desktop,United States,6,1,46,0.0,1,0
2018-01-05,sample_000415,Organic Search,content syndication,organic_search,organic,desktop,United Kingdom,6,2,42,0.0,1,0
2018-03-29,sample_000416,Referral,(not set),referral,referral,desktop,Germany,8,1,17,0.0,1,0
2018-02-12,sample_000417,Referral,content syndication,referral,referral,desktop,United Kingdom,3,1,17,0.0,0,0
2018-03-23,sample_000418,Display,brand,display,referral,desktop,United Kingdom,2,1,36,0.0,0,0
2017-08-30,sample_000419,Organic Search,brand,organic_search,organic,desktop,United States,3,1,36,0.0,0,0
2018-06-21,sample_000420,Paid Search,partner launch,paid_search,paid,desktop,United States,8,2,5,0.0,1,0
2018-02-08,sample_000421,Organic Search,brand,organic_search,organic,tablet,United States,1,1,48,0.0,0,0
2018-01-24,sample_000422,Organic Search,summer remarketing,organic_search,organic,desktop,United States,9,7,136,0.0,1,0
2018-03-22,sample_000423,Social,summer remarketing,social,referral,mobile,India,8,2,48,0.0,1,0
2018-04-08,sample_000424,Display,brand,display,referral,desktop,India,2,2,19,0.0,0,0
2017-08-12,sample_000425,Organic Search,partner launch,organic_search,organic,mobile,United Kingdom,9,3,725,0.0,1,0
2018-06-01,sample_000426,Paid Search,content syndication,paid_search,paid,tablet,United States,1,1,49,0.0,0,0
2017-10-03,sample_000427,Paid Search,(not set),paid_search,paid,desktop,Australia,4,1,49,0.0,0,0
2018-07-05,sample_000428,Organic Search,partner launch,organic_search,organic,desktop,Germany,7,1,11,0.0,1,0
2017-09-28,sample_000429,Organic Search,summer remarketing,organic_search,organic,mobile,India,5,1,38,0.0,1,0
2017-12-30,sample_000430,Direct,(not set),direct,referral,desktop,India,8,1,26,0.0,1,0
2017-09-15,sample_000431,Organic Search,(not set),organic_search,organic,mobile,Germany,4,2,10,0.0,0,0
2017-09-21,sample_000432,Direct,(not set),direct,referral,mobile,Canada,6,2,21,0.0,1,0
2017-10-29,sample_000433,Organic Search,(not set),organic_search,organic,mobile,Australia,7,2,32,0.0,1,0
2017-08-24,sample_000434,Organic Search,summer remarketing,organic_search,organic,desktop,Germany,13,8,518,0.0,1,0
